,Unnamed: 0,overall,reviewerID,asin,reviewerName,reviewText
324,324,5,AQ40L2YGV7C42,0002005263,FictionAddiction.NET,"In this latest book of several - the Joe Leaphorn/Jim Chee series - a well dressed corpse is found near the Jicarilla Apache Indian reservation without identification or visible means of transportation.
Sgt. Jim Chee of the Navajo Tribal Police is dispatched to the scene and caught up in a spiral of intrigue and white man's avarice and greed. Here is an authentic tribal setting that is engaging in its freshness and ring of truth; this is a mystery of riveting vigor.
Sgt. Jim Chee and retired Joe Leaphorn combine forces once again to sort and tie a variety of clues into a satisfying conclusion to the story. Along the way, as an essential part of the story, Jim resolves his interest in former NTP office Bernie Manuelito.
From the scandal at the Department of Interior concerning a missing four or forty billion dollars of Indian Trust money to the capitol of the United States, this tale grabs and holds the reader.
Here's suspense, greed, avarice, theft, murder, love and the wide open American Southwest wrapped up in a tidy bundle of reader enjoyment. This is Tony Hillerman as good as he has ever been and hopefully will continue."
325,325,3,AYNLD5B9OKL0F,0002005263,Thelma C. Johnson,"I have read all of Tony Hillerman's books, and have learned a great deal about the Navajo people and their culture.  I think I enjoy the descriptions of setting and folkways more than the plots of his books.  This one was short on description of sky and mountains and weather.  Hillerman seems to have decided that since he has written so much of Navajo ceremonies and the nature of the people, that he doesn't have to tell us any more.  I felt a great lack of what I enjoy most.  I also felt that the book lurched along from an unprepossessing start in Washington D. C. through a series of events that never quite explained everything.  I expected more to be said of the ripoff of royalties for gas and oil, because it seemed to be introduced as an important problem early on.  This won't stop me from reading the next thing Hillerman writes, but I hope the next one is more organic in structure and contains the old poetic quality when he writes of the people and the land."
326,326,3,A9GEHD37Z90HT,0002005263,Dean Markwardt,"First, you should know I'm a big Tony Hillerman fan. I have read all his Four Corners novels. I have sought out other books by him, including travel guides. I have taken a special interest in Hillerman interviews. My wife is equally devoted. It was partly because of Hillerman that we have made three trips to Navajo country.
His books have always been well crafted, I think, with tight, intriguing plots. I don't think there has been one I wasn't anxious to finish, to find out the who, how, and why. But that isn't what makes Hillerman books special. Tony Hillerman has taken us inside the Navajo culture, revealing its history, its customs, its religious traditions. He has shown us the divisions and ambivalence that exist within that world, between those who revere and practice the old ways and those who would reject or suppress them. He has shown us the subtle but important differences between the Navajo and the Hopi and Zuni and other tribes. He has done all this with the utmost respect.
Tony Hillerman has also captured the land. His descriptions of the mountains, the canyons, the vast isolation, are magnificent. On our first trip to New Mexico, we went to Shiprock as though on a pilgrimage. We bought a copy of the Triple-A Indian Country map and followed rugged roads. It was deja vu. We were convinced that Mr. Hillerman knew and loved every square mile of that vast country as well as any Jim Chee.
But I'm talking about the first nine novels. Something has happened with the last three (or is it four? I may have lost count) that I don't understand. There seems to be a blandness to it all now. I don't feel the intimacy with the country or the people. The visions of mesas and mountains no longer soar. The plots are ok, I guess, but the rest of it is, well, kind of dull.
I read in an interview that Mr. Hillerman had intended to finish the series with nine books. Three featuring Joe Leaphorn, three with Jim Chee, and three with both. Now I wonder. Did Tony Hillerman stop with nine? Is someone writing for him now? Is the pressure to publish so great that a ghost writer has assumed responsibility for the last several novels? Or, more dreadful possibility, is Tony Hillerman unable to write anymore? I understand he has battled cancer. I pray that illness is not preventing him from authoring his own material.
My guess is that Mr. Hillerman is still coming up with plot ideas and the basic structure of his novels, but that some other person or persons is supplying the word count. How else to explain the difference? Where has the magic gone?"
327,327,4,ALA15X444CMOU,0002005263,Linda One,"Bernie Manulito (sp?) and Cowboy Dashee have joined the ranks of federal law enforcement officers and both figure prominently in this story.  In a less gifted author, it would all seem too convenient but Hillerman's writing is seamless.
  Bernie has taken another job to get away from Jim Chee and what she perceives to be his ambivalence toward her.  As a border patrol agent, she stumbles across some illegal activity which places her danger.  This danger gives her an opportunity for more action in the book and gives Jim a reason to seek her out.
  Meanwhile Jim Chee is miserable without her but does not know what to do about it.  Both Joe Leaphorn and Cowboy Dashee become involved in the mystery, and the people who pose the biggest threat to Bernie are taken down in the end.  There is a pleasant surprise in the take-down scene.
  This was a delightful story that goes by much too quickly.  It seems shorter than his other novels, but I liked it much more than the last one he wrote.  I only gave it four stars because he has written other novels I like more that I would give five stars to, but taken by itself and not in comparison with his other novels, I'd give it five stars.
  Hillerman is by far one of the best novelists of our time.  I dread the thought of his last book and with every new book, I fear it will be his last.  I have learned a great deal about Navajo history, culture and religion from his books while having a good time with the mysteries therein."
328,328,3,A1GPKEWSZGUEEP,0002005263,audiobook maven,"Tony Hillerman falls off his stride when he attempt to plot a story around high-falutin' eastern types.  But how can any story that features Joe Leaphorn and his magical maps--even if only tangentially--fail to enchant a listener?  The final compilation is not Hillerman's best, but it is still a whole lot better than a whole lot else out there.  The audio version is wonderfully read by Geroge Guidall."
329,329,3,AVCK48WHU7Q4T,0002005263,Hubies Brother,"I eagerly await each new Hillerman book spotlighting the compelling duo of Native American lawmen Leaphorn and Chee. The author has defined these two in a low-key, nicely detailed manner that makes them compelling and comfortable, story after story. Why, oh why does Hillerman keep his appealing heroes offstage for so long in this latest outing? He continually cuts away from the good guys to focus on the bad guys, who are uninteresting and mundane.
I've devoured every Leaphorn/Chee mystery, and am sad to report that this is by far the weakest. But onward and upward, Mr. Hillerman. Bring on some more."
330,330,5,A34PUH7KNZ9HCJ,0002005263,John Thomson,"The Sinister Pig (2003) is the most recent installment of Tony Hillerman's series of mystery novels set in and around the Four Corners area of the Southwestern United States. It is another superb novel, and nearly on par with his other works. The Sinister Pig offers many characters familiar to  Hillerman's readers. Jim Chee continues to be a main focus, as does his prospective love interest, Bernadette Manuelito, now a novice customs officer working in southern New Mexico. Manuelito stumbles into trouble, drawing Chee and a host of others into the picture.
Not the least of these others is the ""legendary"" ex-Captain Joe Leaphorn and his new ""sidekick"" character, Dr. Bourbonet. Several new characters - a Guatemalan exile, a Washington DC attorney and an erstwhile law student -- are particular to this story. Still, they're well-written and compelling, and extend the depth of the story past the usual boundaries of a mystery. As the story develops, the reader will notice a series of evolutionary departures from Hillerman's standard fare.
Foremost among these is the fact that story reads less like a mystery than a suspense novel. While it's true that there is a murder, and it is something of a mystery, the good guys and the bad guys all have their identities and roles out on the table pretty early on in the book. From there, the reader gets to anticipate whether the good guys (Chee, Manuelito, Leaphorn and a few others) will find and capture the bad guys before they succeed in any of their nefarious plans. Since the reader knows how the pieces fit together before the characters, the story really revolves around the suspense, rather than the ""whodunit"" aspect of the plot.
At the same time, some other changes seem to be brewing in Hillerman's writing. First, while Hillerman has always shifted points of view frequently in his stories, it seems like no point of view is particularly dominant in this book. From my recollection, that's a little different than in his earlier writing. Chee, Manuelito, Leaphorn and three major characters particular to this book all get some time in front of the point-of-view lens. It doesn't hamper the story, but for those used to watching Chee or Leaphorn solve a mystery, it's a little new. The other key difference is that much of this novel takes place off the Navajo reservation that's so familiar to Hillerman readers. While that doesn't hamper the story either, for me it left the novel with a very different feel. Prior works were well-steeped in Navajo (and sometimes Hopi) cultural flavor, and I enjoyed this aspect of his works. That flavor, for me, got largely crowded out by other story elements in this book. It didn't ruin the work, but I did find that I missed that content, and hope he returns to it in the future.
Far from harming the work, these differences and changes simply present the story in a different light. Sinister Pig is an excellent novel, and well lives up to the expectations that Hillerman's readers have. I give it five stars for it's strong story, good characters and compelling tempo. I don't think readers, whether they've read Hillerman before or not, could be disappointed by this  book."
331,331,3,A9L1JTFE26GLN,0002005263,Patricia Kramer,"The acknowledgements at the beginning of this book tell the reader why this book was written. Mr. Hillerman mentions ""the Department of the Interior's efforts to explain what has happened to $176,000,000 (billions!!!) of Indian oil, gas, coal, timber, etc-royalties which it can't seem to account for.""
In reading this book, it seemed as if Mr. Hillerman's outrage over this little publicized situation and his effort to call attention to it, led him to give less attention to his usual complexity of character and setting.
This book was perfect for airplane reading and may lead me to learn more about the missing royalities. It may also lead me to read ""Seldom Disappointed"" to learn more about Tony Hillerman and what makes him tick."
332,332,3,AL2VDE4LO4ESR,0002005263,Jack Fitzgerald,"As a longtime fan of Tony Hillerman's mystery series involving Navajo policemen Joe Leaphorn, Jim Chee, and now Bernie Manuelito, I picked this one up based purely on name recognition. As I read the book, however, I began to wonder if it had actually been written by Hillerman.
The plot involves Washington, D.C. politicos involved in drug-running between Mexico and the U.S. There is some soap-boxing about missing royalties owed Native American tribes from the U.S. government, and a couple honorable assassins thrown in to spice things up.
The setup is interesting enough, with a man sent out to the Four Corners region to do some investigating, shot in the back, and then a follow-up investigation by Sgt. Jim Chee. Meanwhile, Chee's would-be girlfriend has become Border Patrol Officer Manuelito down in the bootheel of New Mexico. In fact, most of the action in the story is done by Bernie, although Leaphorn figures out most of the details with his powers of deduction and a couple maps. Chee just kind of ties things together.
What disappointed me is that although the characters are moving along, the spirit seems to have gone out of Hillerman's writing. The vivid details of the landscape and geography are missing, along with the spirituality of Chee. Most of the Navajo cultural notes that made the earlier novels interesting are just kind of hinted at and it is assumed that the reader has read the other works. If this was the first Hillerman mystery I picked up, I would probably skip the rest."
333,333,3,A2XIZEBB2KS0YJ,0002005263,Richard A. Lovett,"As I read this book, the thought that kept intruding that Tony Hillerman is no longer young (he'll be 78 this year). I strongly suspect that this book, which comes so strongly on the heels of  ""The Wailing Wind,"" may well be his last.

  Other reviewers have noted that this book adds nothing new to our understanding of the central characters. But it does leave them with fewer unresolved issues than prior books. Rather than being the cynical money-making effort depicted in some reviews below, this book appears to be a parting gift from an aging author who wanted to give the series a more satisfying closure than ""The Wailing Wind"" had left us with.

That said, it's not a great stand-alone book. The first chapter, which introduces the retiring CIA agent who will soon become the murder victim, is painfully cliched, seemingly cobbled together from bad spy movies and political thrillers. The mystery is obvious (partly because huge chunks of it are told from the villains' perspective), and except for a little bit of magic with maps, Leaphorn and Chee get no chance to show off their detecting brilliance. The setting, in southern New Mexico's ""boot heel"" region, is rendered generically, without the detail for which Hillerman is famous-as though he'd written it from maps and memory. Plot elements never connect, and there are gaps in the police procedure (most notably involving a car, which is missing in one chapter but has been fingerprinted in another chapter, with no mention that I could find of its being discovered).

The cobbled-together feel of this book, its lack of complexity, and its short length make me suspect that Hillerman's health is failing and that he rushed it to completion while he still could. Hopefully I'm wrong. Regardless, readers of the series this book should save this book for last-it's merely an epilog to a long and honorable series. If you've read all the books, this one is a must read. If you've not, you'll be disappointed.

And if I'm right, thanks Tony, for making the effort to give us a parting gift."
334,334,1,A1R1K5KEF5MCIM,0002005263,Amazon Customer,"How disappointing.  Maybe Hillerman needed some fast cash and dashed off a quickie novel.  Maybe he had it ghosted.  Whatever the case, 'Sinister Pig' has none of the Hillerman hallmarks we've come to admire and expect.  Most of the action takes place away from the Navajo reservation, depriving the author of one of his most compelling characters: the reservation itself.  The Navajo people and their territory are only tangentially related to what the bad guys are up to.  The Navajo police go about their business like any other cops, without the special concerns for culture, tradition and beliefs that have been such key themes in earlier novels.  Hillerman's efforts to get his protagonists off the reservation seem strained, as if he can't quite deal with the developing Chee-Manuelito relationship in the context of Navajo mores or his earlier stories. In 'Pig', we learn nothing new about daily life on the reservation, curing ceremonies, creation myth or sacred places.  We don't get to know our favorite characters any better.  We don't feel the tension between the traditional and the modern, especially in Chee.  As a mystery, it is contrived and predictable; as a romance novel it's pretty tame.  If you're coming to Hillerman for the first time, please don't start with this one.  The earlier books are much more complex, enlightening and fun."
335,335,1,A38FPECVKD1Y15,0002005263,Harold Josephs,"Unless you are an absolutely die hard fan -- save your money.  Otherwise, this book is bound to be a disappointment.  The villain is utterly implausible, much of the plot centers in D.C. and Chee and Leaphorn are peripheral to the story. I have to say that I usually enjoy Hillerman for the descriptions of the landscape and insights into Navajo culture as much as the mystery itself.  This time, however, the plot is so implausible and the writing so flat that it detracted from the usual pleasures.  I also have to say, having lived in Washington, DC for the past 12 years, that I found the portions of the book dealing with DC and federal politics completely absurd.  In fact, Mr. Hillerman so misunderstands the DC political game and his villain is painted in such broad strokes that it made me wonder whether his descriptions of Navajo culture are equally bogus and inaccurate.  By the end of the book, I had come to question all his descriptions.
I also have to agree with all those who criticized the writing in this book.  Many of the scenes read like outlines, particularly in the later chapters.  I've noticed that mystery writers with long established series frequently get lazy with the later books in the series (see Martha Grimes), but I do not understand why the publisher or editor does not insist that sparse scenes be fleshed out and that authors adhere to modicum of versimilitude.  I know that the authors of Hillerman's stature will make money no matter how dreadful the writing but I would think the embarassment factor would kick in."
336,336,4,A2GLN2XGQ5JNWQ,0002005263,Carol Abbott,"Tony Hillerman does a bit of traveling away from the Navajo Reservation in this outing.  Officer Bernadette Manuelito has forsaken the tribal police for a job in the southern most regions of New Mexico, where she is training on the job to be a border patrol agent.  Although she is still in love with Jim Chee, she sees only hurt and complications in staying so decides to move on and find solace in her work.  Sgt. Chee is much better at police business than he is at expressing the personal stuff in his life, so poor Bernie is under the impression that the attraction she feels is never going to be reciprocated and she needs to get on with her life.
Meanwhile, back on the res, a body turns up that is causing a lot more than the usual interest by federal agents.  There is no identification on the body but the FBI immediately snatches the case from the local jurisdiction of the tribal police and all inquiries from the locals for progress in the case get a response of ""this isn't your problem.""  Of course, Jim Chee is even more curious when he starts getting that answer and begins to hunt for information on his own.
Retired Lieutenant Joe Leaphorn gets drawn into the same puzzle of the unidentified dead man by a different route.  As usual, he gives insight based on his considerable years on the force dealing with both criminals and the bureaucracy.
And in a final, bizarre twist, Officer Bernie (200 miles to the south of the reservation) finds a piece of the puzzle that has Jim heading down to the border for a visit and a feeble attempt at talking Bernie into coming home.  Trouble is, Chee, the great problem solver can't untangle his feelings for this beautiful Navajo girl.  Since his past relationships have always ended badly, he has no hope that this young woman just might be his perfect compliment, so unconsciously keeps pushing her away.
But, personal relationships aside, the Sinister Pig moves inexorably toward an explosive final solution, tying all the strange coincidences and loose ends into a very nicely wrapped, well planned mystery.
It all sounds complicated, but in Hillerman's deft hands, The Sinister Pig becomes completely plausible and thoroughly enjoyable."
337,337,4,A356OPC8FE82K9,0002005263,A. Farmer,"Thank goodness I didn't rely on other reviews saying that Mr. Hillerman's new book was a disappointment.  I thought it was really exciting and developed the character of Jim Chee much further.  I am one of the lucky ones who calls New Mexico home.  I nod in agreement at the descriptions of the beautiful landscapes...I get to see them every day.  If you have come to know Leaphorn and Chee through earlier books, don't miss this one!"
338,338,1,A2VKJSOFX1TIWL,0002005263,Amazon Customer,"Tony HIllerman may have started writing this book but surely he wasn't the one to finish it. The first few chapters promise another great story about our hero Chee saving the day but in the end it truns into Budge's story (one of the bad guys). Not only is it Budge who saves the lady in distress, but most of the action takes place in Badge's world.  The very end is even worst.  The last two chapters and the epilog look like they are just the writer's notes and arn't developed at all.  I'd like my money back, Mr. Hillerman."
339,339,1,AR9TE45VPVGQK,0002005263,David Gibbons,"What a disappointment. I wait for each new story that Tony Hillerman writes, hoping it will be as good as his last. Hillerman's first books were fantastic but the last several, Wailing Wind and Sinister Pig in particular, have not been up to what we expect. Sinister Pig was not good at all. It didn't even read like Hillerman. I hope he hasn't ""lost it"" as a writer. I am hoping that someone else is writing these books and he is only putting his name on the cover.  If you are interested in a writer who is getting better instead of going downhill, who writers the same kind of stories as Hillerman, try Margaret Coel."
340,340,3,A2CR57GAJKNWVV,0002005263,booksforabuck,"When a man is found killed on Jim Chee's reservation, the FBI swoops in and D.C. headquarters determines it a hunting accident. Chee doesn't think so, but he doesn't know where to take it until he gets a letter from Bernie Manuelito--now a border patrol officer. Bernie has seen strange things on the border but when her boss takes her picture and then that picture shows up in drug runners' offices, she knows she is in trouble. She may value her independence, but she knows when she's in over her head and she is. With a little help from Lt. Joe Leaphorn, Chee untangles a mystery that involves a missing $40 billion of Bureau of Indian Affairs royalty money and the U.S./Mexico drug smuggling business. Whether he'll unravel the clues in time to save Bernie is another question.
Tony Hillerman fans will be overjoyed to see a new mystery featuring the wonderful Chee and Leaphorn. Both men are still struggling with their love interests, unable to quite put things together, suddenly inarticulate in the presence of the women they love. THE SINISTER PIG takes the mystery largely off the reservation and so misses out on the Native American culture and religion that provides such a depth to many of Hillerman's earlier Chee and Leaphorn novels.
Hillerman is cynical about the war on drugs, recognizing that its biggest supporters include the smugglers themselves--criminals who would be out of business if drugs were legalized and who are willing to do virtually anything to prevent this disaster. As always in Hillerman novels, the FBI is treated as incompetent and corrupt at the D.C. level, even as it sends its most talented agents into the hinterland. Hillerman also takes a dig at the Department of Homeland Security, recognizing that adding a layer of bureaucracy may not be the best way to improve safety.
Hillerman's strong writing makes this short mystery a page turner. Fans will want to read it even as they hope that Hillerman will return to the Native American culture that makes many of his earlier novels so powerful."
341,341,2,A1V1B8FOFE2ZZ,0002005263,rogilman,"The shock of 9/11 pushed quite a few liberals over the edge from Yuppieism into outright conservatism.  Prominent names that come to mind are TV commentator Charlie Rose and writer Christopher Hitchens (who got an early start going after Bill Clinton).  In the Acknowledgements, Tony Hillerman whines about the U.S. Customs Service and Border Patrol being too ""...undermanned and overworked...to stem the flood across our borders..."", which makes me wonder if he, too, has joined the tide.
Certainly, nothing in this book suggests otherwise.  Its story line is superficial, with familiar characters updated rather than developed. At best, it's a poor attempt at an international crime thriller. Every book can't be great and, thus, it's tempting just to chalk this one up and look forward to the next.  However, it's hard to reconcile that apology with Hillerman's handling of officer Bernie Manuelito this time around. The author turns the smart and curious Manuelito into little more a sniveling young woman, impatiently waiting for the emotionally repressed but brave Jim Chee to come save and carry her back to the tribal lands and conjugal bliss. The book's title refers to a device used to clean gas and oil lines, but could it seen as a double entendre about the author's trajectory?"
342,342,1,A1QIHNZHUHQV08,0002005263,Susan Gardner Bowers,"I share the sentiments of my fellow reviewers - this was contrived, shallow and a total let-down.  It was as if Mr. Hillerman hired out the writing.  I am a total fan, and eagerly awaited the book.  Now I will eagerly await the next one.  I am always an optimist."
343,343,3,A3NU88ECJZ168W,0002005263,L. Coltharp,"I, like many Hillerman fans, waited anxiously for Sinister Pig.  Unfortunately, when it arrived I was disappointed.  The story has  potential, but fails to reach it.  It's like Hillerman was told write your story using only X number of words, then you're done regardless of whether the story is filled out and completed or not.  Is this the end of Chee and Leaphorn??"
344,344,4,A2K7BZAL9BB92F,0002005263,Charles J. Marr,"This novel demonstrates the spare, elegant prose and tight plot that characterizes Hillerman at his best - as in Blessing Way or Dark Wind. Then too, the characters we have come to love, Jim Chee, Joe Leaphorn and even the interloping Cowboy Dashee as well as Jim Chee's latest heartbreaker, Bernie Manuelito, are center stage. So why the grousing. Perhaps Hillerman fans expected more fireworks after the two most recent clunkers. Or maybe, with the same cast in place, readers expected Hillerman to continue his exploration and exposition of the cultures of the native peoples of the southwest. But as Hillerman moves his action further south, he leaves much of the Navaho ethos behind, and the distinct customs of a people fade as the writer brings the Sonoran landscape to the foreground. Tellingly it is described as even more vacant, more of a vacuum of living things than the ""Four Corners"" setting of earlier novels. Bernie, now with the Customs Patrol carries extra plastic jugs of water in her vehicle, and she will need them as she discovers thirsty illegals stranded in the desert. Principal characters getting lost because of undistinguishable landmarks ( unthinkable on Navaho land ) leads  more than once to important plot turns. Readers similarly may be exploring new and unfamiliar territory which is a bit more uncomfortable because of the presence of the familiar in different roles. If this is not classic Hillerman, it is still very good Hillerman, a differently focused Hillerman, and an entertaining read."
345,345,1,AO6U3C5QH8CON,0002005263,Samuel Louis,"It's quite clear that Tony Hillerman has squeezed the last ounce of blood from this turnip. You know he's run out of ideas for his venerable Native American heroes when he's more interested in the villains of the book than the cops.
This book, definitely the worst in the series, is as flat as a pancake from start to finish, with a ""mystery"" as complex as an Encyclopedia Brown story. Chee and Leaphorn have basically nothing to do in this story except pass on endless, awkward exposition. Side characters slide in and out with no real purpose. The only cop who Hillerman seems to be interested in, the fetching Bernie Manuelito, becomes a helpless pawn in a macho boy's game of drugs and power. Even Hillerman's trademark Ansel Adams-esque descriptions of the southwestern scenery seem minimized and irrelevant. Hillerman can't even figure out how to end it properly, resorting to a horridly uncharacteristic ""epilogue"" that seems like it was written two hours before deadline.
This series really does have a lot of legs in it, but Hillerman no longer seems to have the energy to keep it moving. Perhaps it's time for someone else to take over with Hillerman serving as consultant. Because it would be a shame for Chee and Leaphorn to continue on the downward spiral that has plagued Hillerman's most recent efforts."
346,346,3,AVGGEAI1YGSAP,0002005263,Tucker Andersen,"This book seems to be Tony Hillerman attempting to masquerade as James Patterson. Some familiar characters, a murder and related violence, short chapters, almost continual action and extremely limited character development. (Eliminate the many blank pages between chapters and it is barely two hundred small pages of large type. Thus, it is overpriced.)
The story has great potential. It has the well known characters of Sergeant Jim Chee of the Navajo Tribal Police and Bernie Manuelito, now separated geograpically from Chee as a rookie Border Patrol officer and with the future of their relationship in doubt. When a puzzling murder in Chee's jurisdiction intersects with Bernie's work, the retired ""Legendary Lieutenant "" Joe Leaphorn is called upon for consultation. At the same time there seems to be a puzzling interest emanating from a powerful source in Washington, D.C. concerning the ramifications of the case.
There is an intimation that the dead man may have been investigating the actual scandal concerning the loss (probably due to a combination of theft, embezzlement, indifference and incompetence) of billions of dollars of royalties from the Indian Tribal Royalty Fund held in trust by the Department of the Interior. This is a topic with great potential for an author with Hillerman's skills and knowledge, but it becomes peripheral to a pretty standard police procedural combined with the mystery of how the romance between Bernie and Jim will conclude. There is some excellent misdirection regarding both the nature of the underlying crinimal activity and its participants and who or what is the real ""SINISTER PIG"". But a lot of the oppportunities to develop the potential plot complications and resultant suspense were simply never pursued. Also, there were several loose ends that were never satisfactorily tied up despite the attempt to do so in the epilogue. (I cannot go into details without revealing too much of the plot.) It is almost as if Hillerman had an outline for a wonderfully complex story and then decided it was too complicated and so decided to quickly bring this part of the story to a close and leave the rest for a sequel.
As the title of my review implies, a few elements helped me decide to generously round up my rating to three stars. First, the plot is clever, and there is sufficient misdirection to keep the reader's interest. Second, it involves familiar characters. Third, this is a incredibly fast read. It is definitely a book for a short trip or a rainy afternoon. So if you are a Hillerman fan, lower your expectations and enjoy a few hours updating yourself on the latest happenings in New Mexico."
347,347,4,A26MAEXDS5Y1HZ,0002005263,John W. Bates,"For the dedicated Hillerman reader, this latest may be disappointing.  We have become accustomed to excellent mysteries which are also anthropology lessons.  In almost if not every story of Joe Leaphorn and Jim Chee, Tony Hillerman has presented his readers with lessons about many facets of the southwestern Native American culture, the problems this culture faces.  This novel is more a straight thriller, without significant overtones of cultural stress and adaptation.  The basic plot line does have a Native American connection.  It seems that the Department of the Interior is responsible for a trust fund for Native Americans.  The trust is where royalties and other payments for oil, gas, timber, and other sales from reservation lands are deposited so that the money can be used for the benefit of the tribes.  It also seems that tens of billions of dollars which should be in the trust are not, and there doesn't seem to be any explanation.  A senator hires a retiring CIA specialist in pipelines to investigate what is happening in the ""four-corners"" territory, especially as it related to activities of a billionaire recluse who may be dabbling in hard drugs as well as petroleum.  The implication is that the billionaire is diverting gas and oil from the pipeline and avoiding paying royalties-or anything else.  The covert investigator is found murdered on the reservation and Jim Chee is the investigating officer.  But the FBI claims jurisdiction, transfers case management to Washington, and then stonewalls.  Chee wonders why the apparent cover-up and keeps on digging.  Enough waves are made that DC people involved in investigating the trust fund situation wonder if there is a connection and ask Joe Leaphorn, now retired, to look into the case.  What follows is a very good thriller, with unlikely ""heroes"" and bad guys getting their just desserts.  The implications of Washington insider conspiracies are raised but never resolved; yet, while not quite up to Hillerman's stories which do have stronger cultural lessons, this is a very good book.  PS: the sinister pig is not Native American but pipeline related.  Read the book to find out what the title reference is about."
348,348,1,A3LNHS3SDP4AFO,0002005263,R. Altizer,"OK, I thought, ""The Wailing Wind"" was an aberration, a hiccup in the career of a very good author.  But two points define a line, and ""The Sinister Pig"" plots Mr. Hillerman's career straight down.  In the corporate world you sometimes see a luminary from an earlier era who is ""RIP"" -- retired in place -- just going through the motions, living on past glories and collecting the big bucks for his reputation, not his current work.  Sadly, this describes Tony Hillerman, who has decided to stir around a few ashes, thow in a highly predictable conclusion, and call it a novel.  I bet he's laughing at his readers all the way to the bank.
As for the book itself, reviewers occasionally describe a film as ""OK for a 10-minute sketch on SNL, but not a 90-minute feature.""  That's Sinister Pig for you: interesting premise but almost no plot or character development (call central casting for all the stereotypes), no suspense (you know from the start who's really a bad guy and who's really not), and the shallowest of literary style (like Wailing Wind, everyone is constantly ""grinning"" at everyone else).  The initial plot device, investigating diversion of Indian royalty payments, is both interesting and topical -- it's really happening -- but couldn't lead to a facile wrap-up in a mere 224 pages, so Mr. Hillerman switches to just another standard contraband tale.  Rest assured, the good guys prosper, the bad guys pay, and the bad guys who are really good guys ... well, what do you expect?
I did like the little polemics on stealing of Indian royalties, the vested interest of both narcos and narcs in keeping the ""War on Drugs"" going full steam, and the pervasiveness of corruption in high office, but they weren't enough to salvage an otherwise trivial work.
If Mr. Hillerman hasn't retired completely, I'll wait until his next book is available in the public domain before reading it."
349,349,3,AH7ZG2XVL5WOW,0002005263,Bobbrun,"The reading of this book became a real chore....I found myself reading just to be reading, but not really enjoying. The beginning of the book was confusing, boring and not very well written.  The pace did seem to pick up when there was more of Chee/Leaphorn. The last 9-10 chapters, which were good, sort of balanced out the first 17-18 which were mediocre, hence the 3 star rating instead of 1 star.  And, while I'm crabbing, I want to address the fairly recent practice of putting out 200 page books for $....  I'm beginning to read some of the lesser known authors with ""hefty"" books so that I feel that I am getting my ""money's worth""."
350,350,1,AXGBP1OF2972H,0002005263,Erin Dwyer,"I am a devoted Hillerman fan and have read (and sometimes re-read) all of his books. I anxiously awaited publication of Sinister Pig to feed my Hillerman Jones.
I don't know who wrote this book, but it wasn't Hillerman. It was poorly plotted, with  weak character definition and bad dialog.
What's a fan to do?"
351,351,1,A3NMT1447ME6PC,0002005263,David,"I agree with many other of the negative reviews, I found Sinister Pig to be a boring disappointment. The Jim Chee character has always had romance problems and I always thought they were poorly written about; however, I could speed read through and ignore those portions and still greatly enjoy the book because of its strengths, the various tribal cultural, religious and mythological connections to a crime mystery, and descriptions of the Four Corners high desert landscape. Those strong aspects were missing from this book.  If he must include romantic relationships in his books, Mr. Hillerman should join up with a successful romance novelist.  If you're a Hillerman fan, skip this book."
352,352,3,A3HCPK54FATFO4,0002005263,Mike Garrison,"This is not really a Chee/Leaphorn novel. It does not take place on the Navajo Reservation, neither Chee nor Leaphorn is really involved in the crime, and the crime really has nothing to do with Navajo culture in any way. In fact, the effort to involve them comes off as contrived.
While Bernie is more of a central character, she is a weak central character. All we find out about her is that she is sad and misses Jim Chee. We don't even get to see her as a very professional cop.
The most interesting character is actually Budge (a hatchet man for a cartoonish Very Bad Rich Guy). If only the novel had been written about him, from his viewpoint, it could have been great. As it was, it was just an OK but forgettable standard cop/mystery story.
It couldn't even decide if it was going to be a story about exploitation of Indian resources or about smuggling drugs. And while I support legalization of most drugs, the discussion of that in the book was heavyhanded and simplistic.
It really seemed as though Hillerman had a bunch of topics and series plot developments on a checklist, but was searching for a real novel to slip them into. Sadly, he came up with this threadbare framework instead.
The stylistic skill was as good as ever (thus the three stars), but you know what they say about putting lipstick on a pig...."
